square_feet,num_rooms,age,distance_to_city(km),price
3049.860895,7,56,21.89663927,380282.8733
1876.48715,4,99,10.60116742,216543.6368
1820.829924,4,81,18.4876046,195292.9374
1676.229097,6,98,24.92078846,151588.4646
2372.095986,3,24,3.73250427,371425.1478
1909.387913,2,21,21.60944737,200028.6203
1675.313481,4,30,10.37120339,232376.4856
2660.652016,2,33,4.556848739,373322.4542
2709.801502,4,86,16.82397202,313023.7047
1699.788217,3,15,7.561607259,276093.7278
1066.730024,2,69,24.81949199,34489.21118
2503.756845,5,58,2.243981376,401760.663
1657.685087,3,14,3.860933992,254452.3824
2395.3128,2,81,16.10888765,238465.4175
1014.948091,4,12,18.07931174,170075.4772
2446.298669,4,23,22.16671327,293955.1053
1394.414035,3,12,8.518561119,232286.1147
2365.38206,3,64,25.41105184,250471.2609
2007.136534,4,35,28.64112785,195664.5436
1523.03029,2,48,15.4721398,129079.353
1796.481844,5,81,23.05540958,184694.3623
2343.159228,6,47,16.22060228,350435.2083
2052.947227,3,96,3.014543853,270764.8481
2292.20649,4,42,10.45723387,371018.9928
2988.220292,2,5,3.537113999,468888.4049
1217.879194,3,80,29.67749446,-9550.090149
2808.606287,2,67,7.64175145,357414.9859
2052.177969,3,13,19.44111216,262452.2704
1550.607976,4,29,9.246007956,262704.5293
1334.843187,2,83,19.94414025,53570.48893
1905.439805,4,7,7.101649035,315126.3688
2460.825056,2,53,23.77283191,209835.7189
1936.22544,3,65,4.213536482,275314.3894
2755.577465,6,3,26.9593616,462503.9555
1274.412155,6,73,25.37222908,106848.8581
1993.955526,5,83,20.68541297,221705.3632
1373.803278,5,59,2.955024187,221338.7137
2181.815941,7,52,7.048501822,354404.1837
2443.443695,4,98,25.92148628,227593.8417
1789.619103,2,73,4.537258595,213320.3382
697.8930717,5,91,5.522030793,38362.72393
2099.474073,3,14,16.77609639,309241.2034
2218.369276,6,99,8.951145751,317318.9502
2202.147377,2,0,7.440195298,334599.0411
2617.891096,7,21,17.69858952,414751.1795
1464.47316,6,90,11.80472362,198753.2381
2340.108053,2,92,5.076237006,282662.9419
2596.253756,5,14,16.51075926,400910.6946
1110.706208,5,73,12.2233597,153848.9936
2159.825913,4,83,22.30098645,235374.3794
1747.910084,7,21,3.979907827,401398.8348
1959.238663,2,49,18.99778407,173160.0355
2173.838242,7,47,13.65830648,339315.7736
1756.385718,3,72,12.77579438,194802.5291
1662.14596,7,50,7.736342952,285058.3621
2017.076209,5,95,1.882354818,285789.3558
1456.377031,4,16,25.58298664,164046.213
1457.087436,5,82,10.46589249,202250.5
2339.686641,6,90,20.75164015,302713.3545
1425.602982,5,50,28.48003459,117587.9861
2333.15625,2,36,17.38471864,276312.9036
2231.295646,4,97,12.51726017,259963.2008
1137.096636,2,48,8.779933424,119017.9771
1661.217674,3,58,28.08726999,94426.11784
2597.054702,3,9,20.78022772,317792.8448
1509.417234,5,29,20.2931604,209280.2787
1767.797869,4,84,13.35859143,177720.3356
2231.030447,7,20,25.50641267,291584.1271
2391.695255,4,33,21.69649342,296636.5946
1874.230557,4,72,9.212314882,272177.8152
1701.244903,4,97,18.38778114,90350.82093
2711.184931,5,49,13.47562468,384533.0107
2869.449832,2,75,1.191114722,402966.1985
2489.429025,5,46,24.42107951,268839.0276
2042.659071,7,84,4.562080119,335321.8018
1595.867139,2,83,15.78868067,94647.52262
1584.777797,7,5,10.7505596,298820.3092
2261.257053,6,49,10.92058219,347537.2828
2209.19911,6,99,14.84358162,255699.0007
2700.799296,2,62,29.91367002,209425.5303
2325.225046,5,11,12.84301074,372384.0682
1248.459849,7,40,6.287547665,300374.0203
2525.973809,7,30,18.7945838,410078.0187
1500.969686,3,1,7.852343533,265094.3906
1808.014364,7,15,4.060924965,391842.7785
2125.100103,5,0,2.45505099,392539.4883
2997.833745,3,3,1.663556947,504573.9216
3554.959278,5,46,13.5037748,541678.9029
2303.36153,4,64,13.37504762,311195.7407
1908.401691,7,51,6.380816602,347247.1907
2267.252824,4,46,23.73655256,265806.0907
2443.827713,6,98,4.74884821,414087.3952
1839.666187,6,76,27.54419859,199017.7995
2897.605678,2,49,18.03970335,329139.1478
2115.03538,7,44,1.800874907,402770.1923
2248.871545,3,41,28.92620615,190616.673
2332.962126,4,94,9.930296527,333233.5552
2210.793305,5,83,14.04927383,310450.0212
2419.47025,7,55,9.243792097,403365.8378
1691.373407,2,70,22.12421764,156701.3252
1720.849123,5,56,15.0847264,239351.7373
1449.922884,4,32,4.838815823,232677.4251
2219.750615,7,27,4.021914618,443982.07
2389.468252,4,43,22.03588699,293213.6723
2228.886433,7,55,7.875360743,396713.2968
2837.246217,7,43,4.996007865,470225.056
1997.201991,4,83,15.48340031,202957.0139
2334.370828,4,95,24.28019334,243524.0741
1454.149562,5,72,9.08469963,234561.686
1806.450149,2,33,9.016516739,261187.1932
2347.768879,4,13,25.18255655,337625.4872
2424.551055,6,67,5.287180042,401794.1241
1853.016526,2,28,18.88510016,205668.6454
1964.200374,6,78,28.69539101,174888.9631
1241.063127,5,16,25.39779134,131559.8835
1821.4854,4,82,2.79264178,217494.3826
2445.191582,2,8,10.27741542,340961.9399
2287.602508,4,26,5.128859502,330325.5569
2250.332861,7,48,28.52797849,308529.3601
2024.886844,4,78,29.59230542,165539.4768
2003.531579,2,36,7.814797596,224932.364
1669.83943,4,27,20.4212723,197572.2792
2349.41421,4,49,25.40732023,295728.6428
2210.486472,3,54,7.776728248,296176.0066
2246.009424,3,3,6.442738395,341720.3028
1736.982579,2,84,1.325119674,174211.743
923.3285401,2,97,12.94691125,-18348.2075
2548.576356,7,18,27.08368641,379579.6207
1760.581272,7,36,27.18640982,223477.6892
1568.612118,4,3,4.704550698,281749.1814
2346.739456,6,36,6.926221935,392784.8754
1803.99368,2,50,12.8333726,193627.39
2529.968192,4,31,23.63811181,285761.4098
2308.502975,6,44,18.74369302,334879.081
2341.784662,3,11,15.90164256,292305.3616
1317.022144,7,40,18.16602464,191606.3493
2605.971993,2,55,3.78979112,377163.3973
2130.625266,4,79,14.85224563,253856.6617
1815.36143,3,13,29.7698354,184168.6745
2071.694234,5,53,3.564938261,382937.2116
1111.882384,3,62,16.05815365,83298.50907
2204.326406,4,64,9.573828588,299209.0231
1485.314246,7,57,16.65748561,217223.2897
1323.664857,6,95,17.64074404,126477.7254
1238.820407,5,20,17.74671405,156877.6743
2556.344187,5,3,25.71405477,353562.6505
1685.368303,7,72,12.30267503,266392.8425
2766.863855,5,45,15.97427072,398373.6314
1732.099268,2,85,1.31692357,209517.549
1146.321021,4,11,23.89696745,139986.732
1441.73778,5,29,8.525143514,245223.6832
2617.90581,3,93,24.6800957,228099.3552
1922.050911,6,95,8.703521325,251250.2664
1725.856352,4,59,1.312866392,242334.6166
2080.009113,7,99,5.490108228,354759.1294
2250.891368,3,70,29.58480417,165728.5918
2558.699408,2,80,10.27423613,273920.3877
2724.249615,5,64,4.155893158,415507.2119
1820.115677,3,13,4.444005305,292229.5493
1336.976157,4,43,9.999938708,220316.9787
1793.267419,3,25,2.091706192,286968.6399
2130.140253,2,90,15.83316906,243022.864
1518.120537,6,15,7.198486549,297999.5919
1521.424543,5,6,16.0600086,283054.2034
2171.893941,4,31,5.082162342,367251.865
1975.673824,5,88,13.46585964,248242.5238
2016.398498,5,94,18.33958889,248318.7929
1620.752333,7,15,2.797998212,376567.4547
1884.799643,5,77,12.56372997,255594.8783
1537.883428,3,88,9.773190809,200168.4403
2445.099206,3,61,7.970434678,315944.8532
2517.624667,6,29,18.53150416,356087.9058
1076.906069,2,70,18.06771759,27672.70756
1535.24457,4,11,19.29029439,237880.6773
1251.735372,3,66,5.607597443,182737.5191
1674.988033,5,90,9.285568101,204315.1264
1958.281015,2,45,7.080684562,206245.7037
1275.17739,4,82,16.67460454,101786.6851
1539.070093,4,42,14.37090499,176740.7029
1498.021314,4,54,10.57851839,187931.8857
2103.633665,4,44,23.79442946,211484.7215
2034.672169,6,59,3.725238588,315383.8708
1639.131223,4,70,29.27200397,147173.751
2088.410436,2,79,4.379778257,238689.31
1726.659958,3,31,23.41905356,199157.0819
1864.172445,2,7,11.67867549,249805.0711
2836.726045,5,76,26.09260464,296429.7995
2670.230526,7,61,3.150928515,473961.3041
1350.209382,6,74,11.8669296,181375.6221
2414.866209,6,19,10.72785879,405448.6153
2405.698277,5,17,29.80155411,297745.0897
1425.868356,2,5,29.58092085,84731.39237
2409.388822,2,83,6.504314801,253464.0222
2768.965959,5,95,19.26846186,322977.1923
1438.727597,7,28,16.53006318,264437.1777
1541.248589,4,3,5.476831246,262771.307
2508.830733,4,70,5.865611477,360075.798
2135.747655,3,42,29.68830013,220030.7907
2275.738138,2,83,14.12916982,225919.5738
2170.294608,2,33,4.648237468,311024.8913
2195.34796,5,99,7.228911123,295261.8855
1336.763936,5,70,8.78209395,172957.2321
2523.658853,4,32,15.81660064,327598.7344
2584.794996,2,14,10.73089576,340279.5233
1885.304628,2,95,14.19534179,164182.6492
1978.261525,6,85,5.828486982,317754.2411
1234.446249,3,39,10.47513203,169892.9219
2257.127378,3,92,3.039181189,283802.3437
2286.028721,4,88,26.80159793,222762.4893
1968.904492,7,4,6.763821838,403663.8409
2562.17668,2,77,22.95010393,233990.8268
1832.961385,6,49,11.13700186,223472.0651
2282.302963,2,98,14.75752225,194209.641
1490.167831,5,65,9.446570144,180870.3658
1988.223925,4,88,21.19679686,196791.0745
1912.822871,7,53,25.49184616,248364.8665
2112.653961,3,79,9.301835357,229949.1896
1815.236536,2,45,8.024311666,233251.1732
1934.263702,7,79,20.7617677,218860.8695
2413.023586,4,10,6.659438756,377781.0821
1781.617881,3,48,19.5553532,167261.4896
1196.71145,2,98,3.738414311,113617.3723
2874.791952,6,22,18.98397764,462287.7382
2690.727039,4,54,15.88879529,338444.9105
1353.868652,2,4,4.303265752,244013.1419
2344.853903,3,63,19.82400541,250556.1294
1748.512615,3,34,13.95015755,223248.8677
2131.743608,6,92,7.296336474,310003.7676
2147.112065,4,68,11.24814052,273879.832
1882.7961,4,53,15.27096106,241850.6104
1608.117167,7,2,3.655072591,375748.6359
1654.729474,2,5,28.77067501,121663.8199
1541.904042,7,86,20.30130253,179993.0843
1584.088896,3,55,3.973514457,256131.264
1966.410855,3,1,24.86300335,233190.3846
1642.120005,6,81,10.354093,239281.4129
2341.026033,6,93,18.30718656,309963.3429
2743.623078,4,37,9.037142406,399332.8596
1709.973379,7,55,22.2687724,229472.9324
2119.70225,3,4,21.96726028,280455.9341
2249.842555,2,45,17.00926025,272208.1267
2236.001135,5,10,7.986842182,338163.0935
2037.977634,2,64,8.357410418,225176.2172
2371.341209,6,9,12.1030211,386218.7697
2241.124476,2,40,5.205352854,307665.4051
1381.168789,3,43,10.79201568,151761.7844
2434.578032,7,89,20.84628344,325237.3976
2443.645419,4,32,25.09451312,292522.454
1618.356948,7,90,10.64488642,257312.9135
2018.968918,5,55,7.774117489,328034.9094
2341.664496,4,11,25.14663477,308098.221
1895.34309,5,1,26.83041679,242433.5685
2536.489024,5,0,12.89062418,418105.7835
3181.936247,3,64,1.780220462,455171.8567
1607.006984,3,32,21.15388701,135986.9062
1309.477698,6,85,23.73696385,131812.5925
2151.909298,6,75,1.522703342,358491.5854
2360.781253,5,35,18.25589475,297785.4749
1884.566813,7,20,18.06269399,323110.5434
2726.630332,6,83,11.98252935,381602.9246
1330.6971,3,35,22.74325245,69692.22332
2346.459312,6,25,13.41719211,352408.3508
1697.06959,5,46,20.6265026,191415.7023
2859.688953,4,94,15.99640183,339181.575
2996.257677,7,0,8.205473536,564171.6835
1616.671706,7,37,18.58852503,267633.5094
1725.221432,2,13,22.37034635,185988.7422
2429.793943,6,89,29.24326453,248565.5214
1806.434675,7,45,12.02315946,340294.0502
1977.294391,3,41,2.869703795,315243.0646
2012.69421,4,6,29.65116542,232090.4118
1040.163422,3,54,19.09039312,77904.30978
1993.081127,6,55,28.44706329,213746.1525
1655.136113,5,75,4.010985494,252070.6175
1753.438589,2,62,10.91898136,144781.8007
2721.816002,2,23,4.884164267,393116.6257
1371.746553,4,82,25.22979448,112810.7708
2406.602593,7,72,26.5299395,299308.197
1860.518535,7,98,15.5380393,245522.3793
1860.119916,7,3,6.411580312,403932.1677
2395.185948,2,41,4.686450102,342002.15
2170.025647,5,95,18.05675919,224490.375
2285.306499,7,69,15.68491341,335844.558
2484.09233,3,27,21.14888397,277165.0472
1834.345808,7,91,9.851010616,278569.0616
1693.881633,5,39,12.66867186,234983.8866
1457.424737,4,50,1.619471142,259082.247
1587.294735,4,28,18.69414831,186418.6563
3474.547213,2,41,13.27116212,437332.1931
2622.33979,5,68,27.67317438,284728.4569
1324.462817,3,4,19.61180263,163918.2457
1338.771022,5,40,12.56214025,173858.312
2240.933031,3,60,8.644086245,282494.1915
2273.632399,3,54,27.25326334,212881.7892
2274.441918,5,27,1.471687149,433575.2229
1872.522103,6,40,10.48046155,257901.6924
1937.27287,5,8,28.36166193,253085.8849
2163.939762,3,28,19.9669572,249084.867
2042.946503,7,77,16.44885307,277305.5032
890.3498136,4,37,6.90250682,128417.3987
1885.100185,4,61,25.16786845,168647.7738
1574.296783,2,53,6.921772815,200951.9974
2087.605709,4,51,8.199352414,290408.3649
3492.629501,6,33,6.563683143,611247.8498
2183.740833,3,36,5.586334357,336106.7888
1843.235157,5,48,28.64606238,189214.4041
2460.900751,5,41,18.45891629,332519.4089
2241.343944,6,13,19.49727683,369512.2915
2210.047245,4,81,28.6754385,213850.288
2303.425297,3,32,7.686676599,311852.7686
3028.271782,4,97,1.171608619,417344.7622
1434.555782,2,91,18.36762584,85037.84229
2236.816038,4,99,15.72750074,256618.5209
1536.809435,2,86,14.85186094,104255.2996
2277.756323,5,16,2.794526126,396841.9207
1540.656744,3,74,14.17861113,147777.7085
1791.316593,7,31,9.339227388,360535.2207
1852.455043,2,78,8.96237564,195877.0634
2487.90836,4,67,7.449065825,323662.1094
2459.227222,4,38,10.64332243,359859.1357
1377.141312,5,93,11.24085918,173021.8623
2027.467055,6,9,9.954497514,363320.0245
1645.210073,7,86,29.38382876,179025.7034
1370.747545,6,23,28.04920148,179683.105
1891.491475,4,99,17.66079289,175184.5783
1845.758606,6,57,29.45059031,193473.7197
3213.358243,7,68,29.7447423,368444.8309
2216.479913,7,63,11.32225159,377065.2634
1311.19125,3,18,13.91043883,162536.1463
1717.612998,6,7,28.81279153,218578.8572
2510.691648,3,70,18.65015978,262355.8761
3044.221386,4,39,7.174943402,470892.4422
1207.008344,4,12,20.99203938,121517.1947
1060.037807,4,26,6.966639279,158489.0191
2935.482588,5,81,10.84137457,404065.0133
2194.807089,6,87,7.59924473,311694.573
1565.853634,2,1,8.104426262,240060.5853
2267.314543,7,15,1.135011865,447624.3365
682.1261305,2,13,26.54055613,28516.86419
2001.687753,4,16,9.583724363,330203.6913
2163.910586,6,59,3.504857006,381680.0272
2462.13507,3,69,3.522634765,330607.8516
1493.052024,2,98,17.12453002,128448.747
2042.843581,4,16,29.79469597,212672.837
1537.287687,2,44,5.205651551,186288.6897
2127.691878,2,37,3.889031648,316843.4754
1552.326839,7,63,13.71081253,245199.5258
1795.94958,2,5,17.33660636,201341.7191
1502.092303,4,59,9.537030407,242545.6366
2325.568121,7,48,9.773140683,411481.5047
2429.225558,4,20,13.30981855,357914.847
1882.689715,5,98,10.11022284,281874.5457
2019.118997,5,22,27.54461592,259360.3729
1275.704293,5,75,2.216682567,205034.2117
1850.161676,2,56,7.802534636,268140.3311
1974.897691,6,63,24.44803109,244174.1929
3310.396546,4,28,25.18478562,434940.459
1444.016487,5,26,4.23509729,261700.0341
2732.088619,6,5,29.23914005,379605.8624
2498.429387,5,20,21.10729065,341014.0949
2140.318202,5,70,8.905198624,335316.4521
2879.310242,6,40,14.22509808,408582.763
2186.052736,5,79,9.617019967,328140.2193
2194.579598,2,4,5.350645246,320886.8629
1973.439673,2,14,9.444163878,273636.7076
2611.784441,7,20,17.82266619,416750.0075
2548.234617,2,57,24.95312115,230066.5371
1687.161356,3,3,11.54234317,266158.1705
1340.376403,7,68,11.08914468,217506.9528
1898.509681,5,6,14.57202033,292562.3753
1599.980718,3,34,19.6921124,170616.4563
1968.237713,4,35,22.79687161,212329.5643
2618.719067,6,14,10.47718564,435666.4219
1771.349172,4,91,18.00422157,134736.0063
1978.588309,3,1,12.2914644,285324.7445
2029.011367,2,56,21.77559566,189357.8173
2424.215441,5,4,5.775572695,431496.951
876.555333,7,70,8.450821086,195530.4679
1696.649853,5,85,13.35575218,254975.0665
2105.641846,2,94,26.79302891,118596.7645
2600.039478,5,31,17.62644789,354207.3271
1754.048776,6,71,28.99648745,189721.2101
1061.723647,6,40,3.995052873,225987.4475
2309.855723,6,41,14.345087,376470.409
1682.318806,4,74,13.15327737,200558.0486
1405.16667,2,64,18.40597912,90857.94806
1687.827305,6,39,24.54697365,207665.5265
1907.737321,3,82,25.40199274,145806.17
1697.627668,6,37,20.43564365,231243.654
897.2169715,7,41,19.60455456,159949.7978
2448.533098,4,36,28.52185672,242623.9364
2637.437521,3,55,12.12693465,364263.8276
2325.760996,2,70,25.15071611,155642.5538
1431.157165,2,54,27.72360809,64957.58002
1899.254233,7,88,15.25463808,253994.0899
1996.739342,6,53,22.14397478,225463.9134
2299.397195,3,21,11.93357584,283041.3117
2334.170244,7,26,5.607491412,414137.7862
1632.913101,3,46,18.00861256,169807.5888
2040.997778,6,37,6.697677875,343617.5948
2228.640202,6,38,14.27037479,324125.1784
2727.911161,5,14,26.31350009,390664.7954
2352.25327,5,65,3.494527439,345721.6597
2394.528344,6,60,1.882427534,423349.4605
2041.913314,4,59,18.58785757,216567.7691
2705.229573,7,7,10.60077847,463324.4249
2204.881398,5,43,13.1201935,310054.4697
1569.456045,6,42,12.76560707,261988.6923
2701.684985,3,5,3.511986641,415263.4994
2348.951636,7,83,1.103426548,409574.7179
1778.477989,5,26,27.05427404,186285.1282
1760.253516,4,44,7.316158266,247841.8987
2148.287773,7,22,13.35629076,381474.5438
2231.592398,7,80,29.1858481,292279.2757
2098.646133,2,12,24.97611488,199696.0057
2155.654337,3,67,4.129994803,310095.7882
2849.978687,4,83,15.74705192,339507.296
2535.771576,4,63,22.17229177,277009.4085
2095.317796,4,24,21.25339076,285458.2357
2470.65529,3,85,23.06441372,213405.7687
1483.738048,4,51,14.26618499,157147.5177
2198.963525,2,47,6.101764951,301539.2199
2904.653175,5,60,14.48130087,435187.1478
1890.977052,3,16,19.78873023,243702.8008
1576.183036,4,39,18.64917051,156041.2552
1673.955556,6,74,3.04513956,269560.9747
1455.183481,5,88,2.883620588,235451.3841
1607.619046,7,68,28.9924771,199802.6757
1814.745951,3,84,5.402358196,225774.3281
1297.21649,6,25,9.539411456,230301.9656
2007.809167,7,79,23.26139998,278784.7519
2451.138587,6,55,12.8806352,366775.7403
1546.12191,4,39,6.262480745,229489.7113
2759.641962,3,84,14.54973909,301698.9481
2255.396044,4,95,17.49954915,211911.2939
2515.290293,7,67,14.13023167,436313.9942
1671.082723,2,7,27.64943619,173834.3848
2427.262614,6,72,9.256279558,352682.1279
1454.03305,2,44,20.17863266,147848.3127
2445.12375,7,16,4.256546921,480151.8714
2085.91967,4,40,12.37627827,300488.7191
2276.62561,5,76,22.4888043,238691.4794
1412.202697,6,8,7.519691277,275949.4046
1552.465079,5,69,18.10336032,172504.4795
2298.614109,3,90,5.449673847,248232.7672
1525.825998,6,23,3.978349049,296245.7516
2231.603146,2,72,16.17374972,221961.5159
1316.431097,5,10,20.57531889,210778.4482
2424.087106,7,34,4.287644921,435843.8904
1383.738343,3,28,27.61551132,117725.957
2276.149969,6,7,7.547395618,375475.6408
2312.815467,7,16,4.479283937,471866.5038
1651.614091,3,70,6.878268342,185343.8326
2291.013284,2,11,5.917601239,345669.4457
2130.221132,7,78,3.629564868,371512.2078
1730.579072,6,92,24.13733781,171103.7629
1495.722658,3,49,15.37059547,156369.8262
1018.687154,4,23,12.26706377,123637.4286
2174.825024,6,36,28.56820988,249591.8858
1217.598614,6,77,11.75924322,186772.2149
2047.6721,6,10,5.842209055,375992.2205
1868.275892,6,98,8.947243866,255439.2526
2339.571388,4,80,7.930029474,281443.8356
1848.97725,7,58,15.46349711,299200.5692
1835.276107,7,54,9.453648595,287633.5122
2365.935352,7,26,15.96577399,407380.689
2167.529015,2,66,20.40950932,175827.5704
2158.077979,4,59,23.54166479,247293.5335
2234.633795,4,1,21.59457566,306426.0493
1232.213938,3,67,6.962130777,131846.2889
2378.39434,5,17,4.361091858,449961.7268
2306.234397,7,19,16.73105461,381902.7866
1491.658436,5,84,6.768441945,198670.3098
1877.959763,3,62,3.463077931,280560.9334
1980.346356,4,77,16.28573595,189014.1315
1932.751608,3,71,10.47703137,175984.2722
2166.929983,6,1,22.92832135,352557.4902
2715.683391,3,89,10.11155729,311068.6806
2540.883364,3,82,29.38279697,229510.9682
1343.890403,6,41,22.99717255,166520.9452
2311.034995,5,27,2.673103423,383009.9429
2664.46666,6,28,15.75730947,425029.1
2193.40426,2,68,17.31599454,206227.2626
2545.490213,3,27,21.16377861,287457.8321
3006.135223,3,59,15.43610711,353713.8204
2511.854773,5,89,15.01986435,278022.1191
2124.654298,4,4,11.67021974,344407.5436
2522.544237,6,14,8.872380133,421311.72
2072.443917,4,72,28.43980615,175973.1142
2011.951522,2,31,10.21030342,256106.7613
1824.292882,6,51,2.839218413,309616.7066
2781.706679,2,89,5.85125744,308541.7204
1590.785667,2,36,25.86102245,163986.9544
2766.183862,2,14,18.01237031,349895.0773
2249.932062,7,40,23.58463593,356034.2887
1300.346913,6,3,24.45466484,213077.4484
2183.824646,6,52,24.87385674,264781.1073
949.9867462,7,99,16.96779752,102278.317
2312.754008,5,83,6.136497275,336268.9305
2442.615741,7,26,5.298749815,490782.6259
1703.822022,3,20,17.64554819,223942.2362
2061.773848,4,59,11.62891626,255976.041
2977.078717,4,85,17.183399,362677.1893
1747.126648,2,63,15.45585748,177875.9966
1470.546206,6,70,18.46374431,154756.8284
2740.831701,6,46,1.931241931,485351.5324
2981.293595,2,53,1.952263738,451342.4997
2001.847836,3,30,21.92625995,203496.4226
2505.731518,4,16,6.600690071,392469.9059
2670.737958,7,49,19.9137554,415251.3668
1628.757884,5,6,16.85070141,246975.4492
1757.347082,3,82,29.47203967,74601.69573
2615.437257,6,27,25.22677049,376827.1969
2842.507139,2,9,12.98090112,404008.65
2281.44043,4,26,18.87597178,303724.0837
1560.092823,2,12,4.40139426,262498.6048
2993.530556,6,65,12.20519525,466916.312
1734.514551,2,85,22.28274449,102107.002
1832.431109,7,83,19.05747594,276063.8145
2171.168917,4,59,15.04966841,303094.7946
2777.08021,2,42,6.119344018,344279.3425
2426.987988,4,68,24.29123186,233989.6905
2207.43275,2,62,8.921831528,219399.9185
2231.644265,2,69,24.79389337,175282.873
2021.757334,4,98,18.73666282,167355.9221
2279.069757,7,64,11.80921141,342528.0386
735.2199612,2,98,2.177551437,63206.59992
1851.69627,7,66,7.740146486,277957.1269
2120.660967,3,53,26.78305684,193778.5757
1424.492958,5,35,24.72125597,157541.1927
2193.161659,3,70,17.67074608,228972.7327
1897.76439,5,92,14.52335145,222663.4748
2877.737849,3,14,19.7671377,334179.3547
2786.509863,5,74,14.52119571,355179.4105
1767.097215,2,17,19.68484038,220500.3977
1924.581144,4,3,9.91471889,292176.1555
1963.026217,4,87,25.31641932,194204.0523
1774.170262,6,10,21.35561891,241210.9965
2097.512492,5,5,10.56929322,326239.595
1620.858966,6,50,25.08931733,168646.6818
1434.692333,7,57,15.13293339,245120.8423
2311.355612,7,59,6.064527077,386458.2898
2314.764792,6,17,3.253661398,440854.5516
1597.84212,5,78,21.28856668,156706.2231
2447.677715,4,66,26.08850332,249619.897
1684.211135,5,16,24.41581767,240034.9438
2126.582619,7,96,20.01387988,278348.3523
2410.172006,2,33,5.099876613,320168.3539
1983.193718,6,29,3.727278203,364331.251
2227.370456,6,18,11.00585907,415945.0695
1741.785178,7,8,25.79241582,270696.9334
1901.766708,5,39,28.89035184,171656.3278
1897.070285,6,43,7.999464791,292822.4407
1626.710827,4,94,23.10077445,132305.6579
1911.612918,6,58,17.64220729,274579.6477
1225.690851,5,90,1.922413645,165814.2479
1754.423126,7,24,16.74457415,310393.2018
1857.562253,4,70,24.37227169,198760.8223
1871.910124,4,52,9.007560717,292905.8918
1879.251277,6,47,27.0234871,251855.8168
1969.1179,5,70,7.851551799,297219.7015
2239.720759,6,83,3.217720847,353316.3132
2437.258537,2,52,5.638239974,317347.9791
1675.117387,7,48,25.27308319,216554.4542
1398.399572,2,42,13.10187165,124730.1115
1478.977794,4,99,24.11142135,75103.58787
1756.398539,6,18,16.40575877,308933.382
1824.039341,2,65,14.93621462,141743.4079
1615.001967,3,33,24.40048139,116434.4936
1351.941668,2,80,13.28114074,112996.1586
1771.939586,6,87,24.2589492,170492.7334
2090.71331,6,72,3.919202784,303498.1221
2297.514733,7,53,19.45301365,333135.4586
1721.288473,2,0,21.37502464,187235.7161
1793.501089,6,91,27.07382449,154034.3514
1536.650846,6,54,7.505393643,272684.7792
1984.280415,7,14,18.52237652,304366.2682
1575.785683,7,84,13.56444035,224805.359
2286.563907,7,14,12.10037801,404263.246
1107.066754,7,22,4.094693101,264343.0522
1820.185164,3,65,4.892766587,208920.2185
2150.55367,4,45,25.27266538,220766.7458
2091.917258,6,99,22.74284954,221468.7249
3346.516832,5,8,12.08789278,544361.2536
2174.900012,7,65,25.02611086,313032.3776
1497.972702,4,65,3.34221936,239103.7762
1952.267876,7,17,19.11844359,329471.0675
1111.876833,4,16,26.17710553,125325.4932
1959.700125,5,71,25.3270627,190243.2564
1583.471971,2,97,11.81070004,152545.8588
2457.695138,3,33,22.61178174,304980.8178
1725.229863,6,68,13.39657622,234884.0425
1941.617042,2,63,25.36400677,179901.626
1682.221079,5,43,16.39209655,236311.3854
2869.425676,3,28,23.18085442,390368.9588
1839.378617,3,61,3.278575886,264577.5582
2916.278522,3,91,18.11075318,304649.4152
2407.075881,5,15,16.95824115,345919.4436
2241.033364,7,77,18.68932493,298593.5108
2184.366574,7,51,21.17360663,299361.0541
2196.898649,7,1,27.62516013,355836.7679
1036.16371,2,60,23.78478037,15921.1698
1860.558303,6,3,7.369501752,326955.7832
2422.578986,3,51,24.95099181,251891.9751
1975.551408,3,40,4.540310651,296141.4188
1297.405077,2,51,19.04375898,79019.81414
1973.797775,7,30,26.59986044,278422.2045
2852.052758,3,25,3.932539572,442263.0272
2623.445858,3,26,25.64108695,311986.7513
1968.997995,5,50,24.16000129,236049.2716
2475.724639,4,97,15.60948758,283609.315
1816.74649,2,94,9.958030467,142744.7031
1148.064207,2,47,12.75770861,143801.4225
1537.767006,7,10,29.09108594,184089.9071
2781.444384,2,7,6.849229128,413396.3285
1863.003459,7,11,17.80852435,297519.2301
1878.30801,5,98,3.413981688,274603.0563
1850.080902,5,44,7.318898861,299685.7555
2952.068295,6,33,23.13617525,410754.0463
2812.979458,7,76,9.77537217,467425.5135
3109.390117,5,90,29.58721605,350642.3556
1920.477395,7,71,15.52369425,272910.8311
2147.812244,2,46,15.97964043,252356.3273
1241.678725,6,20,2.053127441,307279.7767
2738.467213,4,40,28.73927574,329100.6041
1416.110224,3,74,6.052769786,165428.313
2108.387782,3,21,16.61187737,240392.7624
1451.348736,6,20,12.47456369,261822.4501
1705.566587,7,27,13.05195632,316947.4131
1581.368784,7,66,19.65570482,197534.4556
1696.06237,7,70,20.20057164,223857.4026
1730.438648,4,13,5.474369831,297536.1919
1725.865603,3,78,15.48801294,191193.9884
2416.666956,6,72,23.92384603,327957.1368
1447.568603,7,51,13.85530802,260363.0398
2110.270714,5,42,5.808329654,343787.8451
2608.979576,2,70,10.08329135,333884.8046
1743.401818,4,75,7.159007359,243691
